game_url,end_time,end_date,white_username,white_rating,white_result,black_username,black_rating,black_result,time_class,time_control,rules,rated,white_accuracy,black_accuracy,my_username,my_color,my_rating,opponent_username,opponent_rating,my_result,opponent_result,rating_diff,eco,eco_code,opening_name
https://www.chess.com/game/live/125775806,1304479027,2011-05-04 03:17,ChessGod,1877,resigned,sweetness689,1888,win,bullet,60,chess,True,,,ChessGod,white,1877,sweetness689,1888,resigned,win,-11,https://www.chess.com/openings/Birds-Opening-Dutch-Variation-2.Nf3-Bg4-3.e3,A03,
https://www.chess.com/game/live/125776170,1304479181,2011-05-04 03:19,sweetness689,1896,win,ChessGod,1869,timeout,bullet,60,chess,True,,,ChessGod,black,1869,sweetness689,1896,timeout,win,-27,https://www.chess.com/openings/Scandinavian-Defense-Modern-Marshall-Variation-4.Nf3-Bf5,B01,
https://www.chess.com/game/live/125776739,1304479313,2011-05-04 03:21,ChessGod,1878,win,sweetness689,1887,checkmated,bullet,60,chess,True,,,ChessGod,white,1878,sweetness689,1887,win,checkmated,-9,https://www.chess.com/openings/Kings-Fianchetto-Opening,A00,
https://www.chess.com/game/live/126750362,1304731412,2011-05-07 01:23,dodirty,1802,checkmated,ChessGod,1884,win,bullet,60,chess,True,,,ChessGod,black,1884,dodirty,1802,win,checkmated,82,https://www.chess.com/openings/Old-Benoni-Defense,A43,
https://www.chess.com/game/live/126750608,1304731493,2011-05-07 01:24,RaulQuiroz1,1781,win,ChessGod,1884,checkmated,bullet,60,chess,False,,,ChessGod,black,1884,RaulQuiroz1,1781,checkmated,win,103,https://www.chess.com/openings/Sicilian-Defense-Four-Knights-Variation...7.O-O-Bxc3-8.bxc3-Nxe4,B45,
https://www.chess.com/game/live/126750888,1304731553,2011-05-07 01:25,ChessGod,1884,win,RaulQuiroz1,1781,resigned,bullet,60,chess,False,,,ChessGod,white,1884,RaulQuiroz1,1781,win,resigned,103,https://www.chess.com/openings/Birds-Opening,A02,
https://www.chess.com/game/live/126751089,1304731654,2011-05-07 01:27,puksbatil,2025,win,ChessGod,1879,resigned,bullet,60,chess,True,,,ChessGod,black,1879,puksbatil,2025,resigned,win,-146,https://www.chess.com/openings/Reti-Opening-Sicilian-Invitation-2.d4-cxd4-3.Nxd4,A04,
https://www.chess.com/game/live/126751410,1304731795,2011-05-07 01:29,ChessGod,1874,checkmated,puksbatil,2030,win,bullet,60,chess,True,,,ChessGod,white,1874,puksbatil,2030,checkmated,win,-156,https://www.chess.com/openings/Nimzowitsch-Larsen-Attack-Indian-Variation...4.f4-c5-5.Nf3-Nc6,A01,
https://www.chess.com/game/live/126751934,1304731894,2011-05-07 01:31,zanne55,1706,resigned,ChessGod,1874,win,bullet,60,chess,False,,,ChessGod,black,1874,zanne55,1706,win,resigned,168,https://www.chess.com/openings/Budapest-Gambit,A51,
https://www.chess.com/game/live/126752211,1304732041,2011-05-07 01:34,ChessGod,1874,win,zanne55,1706,timeout,bullet,60,chess,False,,,ChessGod,white,1874,zanne55,1706,win,timeout,168,https://www.chess.com/openings/Kings-Fianchetto-Opening-Sicilian-Invitation-2.Bg2-Nc6,A00,
https://www.chess.com/game/live/127155132,1304836111,2011-05-08 06:28,kleok,1801,timeout,ChessGod,1874,win,bullet,60,chess,False,,,ChessGod,black,1874,kleok,1801,win,timeout,73,https://www.chess.com/openings/Indian-Game-2.Nc3,A45,
https://www.chess.com/game/live/127156187,1304836433,2011-05-08 06:33,ChessGod,1874,win,4_Fun,1700,timeout,bullet,60,chess,False,,,ChessGod,white,1874,4_Fun,1700,win,timeout,174,https://www.chess.com/openings/English-Opening-Agincourt-Defense-2.g3-d5-3.Bg2-Nf6,A13,
https://www.chess.com/game/live/127351126,1304884183,2011-05-08 19:49,Saniamalik,1573,timeout,ChessGod,1876,win,bullet,60,chess,True,,,ChessGod,black,1876,Saniamalik,1573,win,timeout,303,https://www.chess.com/openings/Sicilian-Defense-Four-Knights-Variation-6.Bg5,B45,
https://www.chess.com/game/live/127351855,1304884328,2011-05-08 19:52,ChessGod,1878,win,Saniamalik,1571,resigned,bullet,60,chess,True,,,ChessGod,white,1878,Saniamalik,1571,win,resigned,307,https://www.chess.com/openings/Birds-Opening-1...d6-2.Nf3,A02,
https://www.chess.com/game/live/127352538,1304884475,2011-05-08 19:54,Saniamalik,1569,timeout,ChessGod,1880,win,bullet,60,chess,True,,,ChessGod,black,1880,Saniamalik,1569,win,timeout,311,https://www.chess.com/openings/Sicilian-Defense-Four-Knights-Variation-6.Be3-Bb4,B45,
